,timestamp,owner,target,friendship,romance,interaction_score,statuses
175,0002-06-01T00:00.000z,6,11,71,0,1,ParentOf
176,0002-06-01T00:00.000z,6,17,71,0,1,ParentOf
177,0002-06-01T00:00.000z,6,4,0,0,3,
178,0002-06-01T00:00.000z,6,3,0,0,3,
179,0002-06-01T00:00.000z,6,26,0,0,3,
180,0002-06-01T00:00.000z,6,42,0,0,3,
181,0002-06-01T00:00.000z,6,40,0,0,3,
182,0002-06-01T00:00.000z,6,137,0,0,3,
183,0002-06-01T00:00.000z,6,131,0,0,3,
184,0002-06-01T00:00.000z,6,27,0,0,3,
185,0002-06-01T00:00.000z,6,130,0,0,3,
186,0002-06-01T00:00.000z,6,148,0,0,3,
187,0002-06-01T00:00.000z,6,2,0,0,3,
188,0002-06-01T00:00.000z,6,31,0,0,3,
189,0002-06-01T00:00.000z,6,138,0,0,3,
190,0002-06-01T00:00.000z,6,38,0,0,3,
191,0002-06-01T00:00.000z,6,142,0,0,3,
192,0002-06-01T00:00.000z,6,135,0,0,3,
193,0002-07-01T00:00.000z,6,7,74,0,1,ParentOf
194,0002-07-01T00:00.000z,6,11,74,0,1,ParentOf
195,0002-07-01T00:00.000z,6,17,74,0,1,ParentOf
196,0002-07-01T00:00.000z,6,4,0,0,3,
197,0002-07-01T00:00.000z,6,3,0,0,3,
198,0002-07-01T00:00.000z,6,26,0,0,3,
199,0002-07-01T00:00.000z,6,42,0,0,3,
200,0002-07-01T00:00.000z,6,40,0,0,3,
201,0002-07-01T00:00.000z,6,137,0,0,3,
202,0002-07-01T00:00.000z,6,131,0,0,3,
203,0002-07-01T00:00.000z,6,27,0,0,3,
204,0002-07-01T00:00.000z,6,130,0,0,3,
205,0002-07-01T00:00.000z,6,148,0,0,3,
206,0002-07-01T00:00.000z,6,2,0,0,3,
207,0002-07-01T00:00.000z,6,31,0,0,3,
208,0002-07-01T00:00.000z,6,138,0,0,3,
209,0002-07-01T00:00.000z,6,38,0,0,3,
210,0002-07-01T00:00.000z,6,142,0,0,3,
211,0002-07-01T00:00.000z,6,135,0,0,3,
212,0002-08-01T00:00.000z,6,7,77,0,1,ParentOf
213,0002-08-01T00:00.000z,6,11,77,0,1,ParentOf
214,0002-08-01T00:00.000z,6,17,77,0,1,ParentOf
215,0002-08-01T00:00.000z,6,4,0,0,3,
216,0002-08-01T00:00.000z,6,3,0,0,3,
217,0002-08-01T00:00.000z,6,26,0,0,3,
218,0002-08-01T00:00.000z,6,42,0,0,3,
219,0002-08-01T00:00.000z,6,40,0,0,3,
